-0.005258800	-0.031414200	 0.431229
0.000007200	-0.097141100	 0.442479
0.005012500	-0.160300000	 0.454500
0.009240100	-0.217541700	 0.467024
0.012303000	-0.266103300	 0.479644
0.014036200	-0.304021100	 0.491856
0.014540300	-0.330239300	 0.503097
0.014132900	-0.344585900	 0.512803
0.013232100	-0.347657800	 0.520463
0.012233000	-0.340671600	 0.525663
0.011415900	-0.325322300	 0.528127
0.010914100	-0.303678500	 0.527765
0.010732600	-0.278100400	 0.524705
0.010800900	-0.251149200	 0.519289
0.011035200	-0.225464600	 0.512103
0.011389500	-0.203585000	 0.503912
0.011881800	-0.187717600	 0.495612
0.012585600	-0.179488000	 0.488157
0.013591900	-0.179716900	 0.482418
0.014954900	-0.188295300	 0.479096
0.016669600	-0.204203800	 0.478632
0.018693500	-0.225699400	 0.481144
0.021024500	-0.250616900	 0.486437
0.023782600	-0.276704800	 0.494011
0.027254500	-0.301895800	 0.503153
0.031864200	-0.324471300	 0.512981
0.038079200	-0.343122000	 0.522523
0.046293100	-0.356944100	 0.530789
0.056709800	-0.365409800	 0.536843
0.069258600	-0.368330300	 0.539904
0.083540800	-0.365817200	 0.539398
0.098810900	-0.358232000	 0.535051
0.113991900	-0.346130800	 0.526916
0.127727200	-0.330201600	 0.515386
0.138470600	-0.311204500	 0.501169
0.144621900	-0.289934200	 0.485224
0.144693000	-0.267217300	 0.468677
0.137509200	-0.243951800	 0.452712
0.122416600	-0.221192500	 0.438439
0.099459900	-0.200219200	 0.426803
0.069478900	-0.182535000	 0.418471
0.034077200	-0.169735600	 0.413777
-0.004540800	-0.163253800	 0.412694
-0.043825800	-0.164061800	 0.414862
-0.081164200	-0.172442500	 0.419624
-0.114135300	-0.187890900	 0.426145
-0.140706800	-0.209182400	 0.433489
-0.159376200	-0.234553500	 0.440760
-0.169249600	-0.261935900	 0.447196
-0.170075400	-0.289180500	 0.452232
-0.162239200	-0.314230300	 0.455556
-0.146725400	-0.335224400	 0.457100
-0.125053400	-0.350544600	 0.457025
-0.099180600	-0.358844800	 0.455644
-0.071370100	-0.359093400	 0.453344
-0.044004600	-0.350670500	 0.450524
-0.019367600	-0.333521600	 0.447500
0.000584200	-0.308310100	 0.444479
0.014391700	-0.276490900	 0.441570
0.021186300	-0.240251400	 0.438810
0.020694500	-0.202313000	 0.436204
0.013209900	-0.165651800	 0.433771
-0.000453100	-0.133208700	 0.431537
-0.019016100	-0.107627000	 0.429560
-0.040825200	-0.091041000	 0.427907
-0.063997900	-0.084906200	 0.426636
-0.086620200	-0.089880900	 0.425781
-0.106967200	-0.105766000	 0.425345
-0.123705200	-0.131511700	 0.425291
-0.136028900	-0.165287300	 0.425536
-0.143712500	-0.204613100	 0.425941
-0.147061700	-0.246558900	 0.426304
-0.146768000	-0.288003100	 0.426360
-0.143699800	-0.325939500	 0.425769
-0.138675000	-0.357787200	 0.424134
-0.132294500	-0.381629900	 0.421036
-0.124898900	-0.396324000	 0.416080
-0.116658700	-0.401466200	 0.408982
-0.107752200	-0.397278900	 0.399610
-0.098542100	-0.384490100	 0.388044
-0.089675200	-0.364257200	 0.374571
-0.082071500	-0.338123200	 0.359693
-0.076806800	-0.307974600	 0.344073
-0.074931600	-0.275954400	 0.328505
-0.077275000	-0.244314000	 0.313831
-0.084288800	-0.215186800	 0.300870
-0.095970000	-0.190338100	 0.290353
-0.111881200	-0.170922100	 0.282832
-0.131249300	-0.157317800	 0.278604
-0.153099500	-0.149105800	 0.277678
-0.176365100	-0.145203400	 0.279727
-0.199940500	-0.144136600	 0.284091
-0.222672300	-0.144361000	 0.289832
-0.243339400	-0.144509300	 0.295842
-0.260668900	-0.143498200	 0.300979
-0.273411700	-0.140487600	 0.304214
-0.280464300	-0.134777100	 0.304744
-0.280996900	-0.125723100	 0.302070
-0.274565300	-0.112721800	 0.296006
-0.261184800	-0.095253500	 0.286682
-0.241372400	-0.072967000	 0.274528
-0.216142900	-0.045755200	 0.260209
-0.186973400	-0.013804000	 0.244619
-0.155725300	0.022405800	 0.228786
-0.124524600	0.062135500	 0.213813
-0.095606600	0.104458300	 0.200782
-0.071133300	0.148308400	 0.190648
-0.052996300	0.192499300	 0.184138
-0.042628400	0.235691800	 0.181655
-0.040848600	0.276350300	 0.183234
-0.047774500	0.312759100	 0.188520
-0.062822700	0.343171300	 0.196850
-0.084802800	0.366061400	 0.207334
-0.112075200	0.380408600	 0.218985
-0.142733800	0.385895700	 0.230818
-0.174785700	0.382961700	 0.241961
-0.206303700	0.372730900	 0.251739
-0.235542200	0.356852000	 0.259706
-0.261023900	0.337319000	 0.265691
-0.281590600	0.316298500	 0.269767
-0.296431300	0.295994000	 0.272218
-0.305092000	0.278539700	 0.273479
-0.307468500	0.265905700	 0.274066
-0.303787500	0.259791700	 0.274503
-0.294554100	0.261483900	 0.275259
-0.280484300	0.271659600	 0.276678
-0.262405500	0.290182600	 0.278950
-0.241171300	0.315967500	 0.282101
-0.217606600	0.347000300	 0.286054
-0.192528200	0.380563900	 0.290678
-0.166804200	0.413627900	 0.295866
-0.141431300	0.443283900	 0.301541
-0.117555700	0.467124200	 0.307648
-0.096433600	0.483477600	 0.314122
-0.079313000	0.491506200	 0.320879
-0.067284300	0.491184100	 0.327823
-0.061133700	0.483194900	 0.334849
